X,Y,Z0,Z1,Z2
13698.0,12701.25,435.46,935.46,1435.46
27279.0,21203.5,221.5999999999999,721.5999999999999,1221.6
20675.5,12805.25,217.80999999999997,717.81,1217.81
18449.0,26090.25,223.6199999999999,723.6199999999999,1223.62
36715.0,21045.0,139.73000000000002,639.73,1139.73
12787.5,17816.5,301.5999999999999,801.5999999999999,1301.6
17955.75,9106.5,501.82,1001.8199999999999,1501.82
28934.0,6468.75,309.20000000000005,809.2,1309.2
34715.25,19326.0,334.6199999999999,834.6199999999999,1334.62
32483.0,20861.5,349.18000000000006,849.1800000000001,1349.18
24728.0,30910.0,212.75,712.75,1212.75
8040.75,19562.5,282.8800000000001,782.8800000000001,1282.88
8587.25,28843.75,279.68000000000006,779.6800000000001,1279.68
24576.0,29688.0,225.77,725.77,1225.77
31938.75,29095.0,161.74,661.74,1161.74
5393.5,32375.5,329.53,829.53,1329.53
21588.0,26726.0,191.95000000000005,691.95,1191.95
23477.5,22629.5,283.9100000000001,783.9100000000001,1283.91
26649.25,19824.75,190.94000000000003,690.94,1190.94
28235.0,18670.5,244.0,744.0,1244.0
14980.0,17921.0,256.0,756.0,1256.0
12042.75,34799.75,212.0,712.0,1212.0
15190.0,6453.75,497.3299999999999,997.3299999999999,1497.33
11063.0,12840.75,446.3299999999999,946.3299999999999,1446.33
16544.75,15480.5,269.26,769.26,1269.26
24240.5,26439.0,232.4300000000001,732.4300000000001,1232.43
24604.75,24948.25,294.77,794.77,1294.77
18644.0,27653.0,252.0,752.0,1252.0
31892.75,15671.0,331.0,831.0,1331.0
16085.0,17252.0,247.08999999999992,747.0899999999999,1247.09
36408.0,18457.5,208.0,708.0,1208.0
11549.25,6464.75,445.4000000000001,945.4000000000001,1445.4
17768.25,27446.75,233.3499999999999,733.3499999999999,1233.35
22400.75,17796.75,255.27,755.27,1255.27
34857.5,8757.0,262.8299999999999,762.8299999999999,1262.83
34040.5,12406.0,262.79999999999995,762.8,1262.8
32672.25,11475.0,226.0,726.0,1226.0
35324.75,18955.75,322.79999999999995,822.8,1322.8
27016.75,25689.0,245.32999999999996,745.3299999999999,1245.33
33762.5,29270.25,138.0999999999999,638.0999999999999,1138.1
32750.0,24353.75,231.0,731.0,1231.0
36995.75,3986.75,225.0,725.0,1225.0
13406.75,27097.0,237.1199999999999,737.1199999999999,1237.12
36429.0,20605.5,134.1099999999999,634.1099999999999,1134.11
29776.5,17033.0,280.55999999999995,780.56,1280.56
4372.0,18698.5,439.0,939.0,1439.0
32968.75,11643.75,234.20000000000005,734.2,1234.2
19111.25,18275.75,241.30999999999997,741.31,1241.31
11565.5,10253.25,393.29,893.29,1393.29
25855.0,11972.75,355.6700000000001,855.6700000000001,1355.67
21217.5,17851.0,231.76,731.76,1231.76
4080.5,3118.5,638.3299999999999,1138.33,1638.33
12283.5,10967.25,478.3,978.3,1478.3
5013.0,27182.75,368.02,868.02,1368.02
15488.0,20443.25,238.67000000000007,738.6700000000001,1238.67
27124.5,31543.25,122.17000000000009,622.1700000000001,1122.17
10650.25,18577.0,305.3499999999999,805.3499999999999,1305.35
26005.75,8979.25,363.43000000000006,863.4300000000001,1363.43
19515.5,13248.5,283.0,783.0,1283.0
10974.0,22269.25,253.6500000000001,753.6500000000001,1253.65
20576.75,34784.0,150.46000000000004,650.46,1150.46
8925.0,21608.75,265.4000000000001,765.4000000000001,1265.4
18009.25,14528.0,303.0999999999999,803.0999999999999,1303.1
15158.0,28539.5,228.5999999999999,728.5999999999999,1228.6
18121.5,16935.25,260.0,760.0,1260.0
30255.0,25869.25,259.3800000000001,759.3800000000001,1259.38
5925.5,32525.25,312.75,812.75,1312.75
4500.5,17712.5,427.44000000000005,927.44,1427.44
17356.25,32479.25,209.32999999999996,709.3299999999999,1209.33
31069.5,22668.25,269.8900000000001,769.8900000000001,1269.89
2212.0,25552.5,355.0,855.0,1355.0
3931.5,29461.5,373.82,873.8199999999999,1373.82
27946.25,16813.5,261.24,761.24,1261.24
33695.75,29100.5,149.25,649.25,1149.25
6956.5,19647.25,363.4200000000001,863.4200000000001,1363.42
10436.0,21932.0,259.28,759.28,1259.28
26947.0,31950.25,98.20000000000005,598.2,1098.2
19270.75,31704.25,251.0,751.0,1251.0
25676.25,28844.5,293.1300000000001,793.1300000000001,1293.13
4811.25,20559.5,394.46,894.46,1394.46
34790.25,18833.75,331.0,831.0,1331.0
13441.25,2614.0,436.0,936.0,1436.0
11268.0,18369.25,318.48,818.48,1318.48
22722.0,15819.75,243.1199999999999,743.1199999999999,1243.12
29945.75,14866.0,383.0,883.0,1383.0
28617.0,17709.0,285.9100000000001,785.9100000000001,1285.91
23428.0,24062.25,212.25,712.25,1212.25
19145.0,23455.0,201.20000000000005,701.2,1201.2
37639.5,27967.5,130.72000000000003,630.72,1130.72
27734.25,22125.25,231.73,731.73,1231.73
35349.75,15974.25,395.0,895.0,1395.0
24942.75,15331.5,318.1400000000001,818.1400000000001,1318.14
34437.0,11276.0,242.03,742.03,1242.03
23599.75,23782.5,262.77,762.77,1262.77
5235.75,19790.25,404.3299999999999,904.3299999999999,1404.33
8367.5,15783.25,453.53,953.53,1453.53
26716.0,19724.0,211.78,711.78,1211.78
20852.25,7922.0,601.8299999999999,1101.83,1601.83
35193.25,25157.0,56.0,556.0,1056.0
22263.0,25886.0,198.1400000000001,698.1400000000001,1198.14
32188.0,22907.25,291.0799999999999,791.0799999999999,1291.08
20202.5,36362.25,156.04999999999995,656.05,1156.05
29628.0,19051.75,266.5999999999999,766.5999999999999,1266.6
10881.0,19625.0,268.43000000000006,768.4300000000001,1268.43
31070.0,14616.0,312.3399999999999,812.3399999999999,1312.34
15489.5,25973.25,196.76,696.76,1196.76
36889.25,15946.75,234.74,734.74,1234.74
10432.5,27178.0,253.0,753.0,1253.0
17824.75,3130.75,545.2,1045.2,1545.2
24131.75,4660.5,329.9100000000001,829.9100000000001,1329.91
30333.25,13726.25,404.8,904.8,1404.8
25355.75,35176.25,86.32999999999993,586.3299999999999,1086.33
29516.0,14244.5,386.6700000000001,886.6700000000001,1386.67
20560.25,28691.0,227.16000000000008,727.1600000000001,1227.16
31011.5,6309.0,325.81999999999994,825.8199999999999,1325.82
6357.0,26881.25,326.54999999999995,826.55,1326.55
15616.25,23838.5,179.0,679.0,1179.0
27522.0,18389.5,208.69000000000003,708.69,1208.69
30000.0,18732.75,237.17000000000007,737.1700000000001,1237.17
11015.25,21849.5,239.06999999999996,739.0699999999999,1239.07
30985.25,12471.75,233.3800000000001,733.3800000000001,1233.38
22926.5,10334.75,267.27,767.27,1267.27
20342.0,6272.5,607.0,1107.0,1607.0
29680.75,16531.0,316.18000000000006,816.1800000000001,1316.18
19032.0,16375.0,253.4300000000001,753.4300000000001,1253.43
21741.75,21252.5,231.32999999999996,731.3299999999999,1231.33
34446.75,8088.75,268.1700000000001,768.1700000000001,1268.17
19377.75,35649.0,146.30999999999997,646.31,1146.31
22661.5,14892.0,232.8599999999999,732.8599999999999,1232.86
20306.75,25261.5,216.20000000000005,716.2,1216.2
5975.75,19415.5,401.3299999999999,901.3299999999999,1401.33
13121.25,20159.5,270.1400000000001,770.1400000000001,1270.14
19633.0,34990.5,173.0,673.0,1173.0
22865.5,25751.75,177.4000000000001,677.4000000000001,1177.4
29240.0,11476.0,336.3299999999999,836.3299999999999,1336.33
28277.0,31955.25,125.24,625.24,1125.24
22424.25,29746.75,236.77,736.77,1236.77
34599.5,17404.5,409.0,909.0,1409.0
17054.75,34993.5,166.75,666.75,1166.75
19054.5,15993.5,259.5,759.5,1259.5
7761.5,31731.75,259.6700000000001,759.6700000000001,1259.67
14249.25,17876.0,268.47,768.47,1268.47
18177.25,18345.25,230.0,730.0,1230.0
23607.75,29431.25,235.8800000000001,735.8800000000001,1235.88
17726.25,34122.5,170.81999999999994,670.8199999999999,1170.82
28603.0,25620.75,243.0,743.0,1243.0
26106.25,12212.0,371.0899999999999,871.0899999999999,1371.09
17830.5,29900.5,228.58999999999992,728.5899999999999,1228.59
7657.0,19828.0,364.76,864.76,1364.76
36716.0,16716.0,255.5,755.5,1255.5
7732.75,32180.75,278.6199999999999,778.6199999999999,1278.62
10958.75,9336.0,433.0,933.0,1433.0
16253.5,33063.75,206.74,706.74,1206.74
21570.5,36614.75,113.54999999999995,613.55,1113.55
8941.5,3453.25,520.5799999999999,1020.5799999999999,1520.58
20024.5,12342.5,238.54,738.54,1238.54
22225.5,25182.0,188.3699999999999,688.3699999999999,1188.37
12309.5,17178.25,275.6600000000001,775.6600000000001,1275.66
25409.75,18262.25,222.79999999999995,722.8,1222.8
34992.25,3598.5,219.25,719.25,1219.25
19276.75,19966.25,233.20000000000005,733.2,1233.2
16628.0,22563.5,159.51999999999998,659.52,1159.52
6231.75,18602.25,373.8,873.8,1373.8
15977.75,2702.75,468.3299999999999,968.3299999999999,1468.33
18362.25,20064.5,190.08999999999992,690.0899999999999,1190.09
29487.25,6625.75,337.24,837.24,1337.24
28264.0,17536.0,285.6700000000001,785.6700000000001,1285.67
29566.75,5867.0,318.0,818.0,1318.0
29171.0,11576.5,388.5999999999999,888.5999999999999,1388.6
34767.5,16441.75,381.0,881.0,1381.0
29933.0,23557.0,220.1099999999999,720.1099999999999,1220.11
32566.0,7594.25,278.46000000000004,778.46,1278.46
37597.75,6933.75,261.0,761.0,1261.0
15705.25,3424.75,491.21,991.21,1491.21
24848.75,8156.25,343.0,843.0,1343.0
12802.75,5802.0,442.0,942.0,1442.0
23246.25,13930.75,270.4200000000001,770.4200000000001,1270.42
17575.25,13630.25,300.1500000000001,800.1500000000001,1300.15
25184.0,17919.75,226.82999999999996,726.8299999999999,1226.83
17792.75,10856.5,423.8800000000001,923.8800000000001,1423.88
13406.5,2877.5,466.6700000000001,966.6700000000001,1466.67
34597.75,25219.25,51.17000000000007,551.1700000000001,1051.17
31581.75,6219.0,345.98,845.98,1345.98
28817.5,34225.75,70.70000000000005,570.7,1070.7
1922.25,12541.25,532.1300000000001,1032.13,1532.13
6416.75,34569.5,287.20000000000005,787.2,1287.2
25577.5,20778.5,215.92000000000007,715.9200000000001,1215.92
29998.5,28219.0,223.0999999999999,723.0999999999999,1223.1
23030.0,22784.25,235.82999999999996,735.8299999999999,1235.83
6504.0,23071.5,305.3299999999999,805.3299999999999,1305.33
11068.25,9178.75,426.43000000000006,926.4300000000001,1426.43
37713.0,21053.75,271.5999999999999,771.5999999999999,1271.6
32898.0,14875.75,304.6500000000001,804.6500000000001,1304.65
28965.0,3483.5,214.45000000000005,714.45,1214.45
8541.0,20898.0,284.48,784.48,1284.48
19279.25,32211.75,204.66000000000008,704.6600000000001,1204.66
33884.5,12349.0,258.48,758.48,1258.48
24738.0,18450.5,223.03,723.03,1223.03
30139.25,18273.75,257.22,757.22,1257.22
24375.0,30842.0,235.0,735.0,1235.0
36371.25,19244.0,135.20000000000005,635.2,1135.2
26203.0,35878.0,106.59999999999992,606.5999999999999,1106.6
15906.0,15500.25,275.29,775.29,1275.29
36725.0,32400.0,123.52999999999996,623.53,1123.53
1688.25,27446.0,365.3299999999999,865.3299999999999,1365.33
19734.25,25917.0,200.20000000000005,700.2,1200.2
16281.0,33772.0,218.8800000000001,718.8800000000001,1218.88
35645.25,37091.25,92.40000000000008,592.4000000000001,1092.4
16479.25,21789.25,176.67000000000007,676.6700000000001,1176.67
22313.0,19692.5,232.45000000000005,732.45,1232.45
17014.5,15425.25,286.95000000000005,786.95,1286.95
7576.25,19796.75,382.6300000000001,882.6300000000001,1382.63
8435.5,9243.0,504.3299999999999,1004.3299999999999,1504.33
21157.0,25657.5,191.71000000000004,691.71,1191.71
5617.75,4207.75,625.8499999999999,1125.85,1625.85
33149.75,9407.5,295.81999999999994,795.8199999999999,1295.82
9642.75,20909.75,268.0,768.0,1268.0
28092.25,28565.5,230.32999999999996,730.3299999999999,1230.33
30053.75,16615.0,280.79,780.79,1280.79
26890.75,38408.0,103.32999999999991,603.3299999999999,1103.33
28506.75,23616.5,251.3800000000001,751.3800000000001,1251.38
17737.0,26544.5,213.04999999999995,713.05,1213.05
17809.5,26577.0,223.28,723.28,1223.28
14228.5,7031.5,468.6300000000001,968.6300000000001,1468.63
17167.0,15393.75,283.53,783.53,1283.53
5509.5,11949.75,499.82,999.8199999999999,1499.82
14183.25,18617.5,241.1099999999999,741.1099999999999,1241.11
21981.0,12780.0,205.6500000000001,705.6500000000001,1205.65
34742.5,34927.0,134.4000000000001,634.4000000000001,1134.4
21624.0,12647.0,200.78,700.78,1200.78
20944.25,19813.75,247.53,747.53,1247.53
22311.0,27898.0,181.20000000000005,681.2,1181.2
35591.75,27059.5,79.59999999999991,579.5999999999999,1079.6
28534.25,21494.5,217.9300000000001,717.9300000000001,1217.93
31398.75,16764.75,293.05999999999995,793.06,1293.06
4813.0,25530.75,335.25,835.25,1335.25
21943.25,29784.0,236.20000000000005,736.2,1236.2
10884.0,27413.25,255.0,755.0,1255.0
26617.5,23278.5,235.45000000000005,735.45,1235.45
16067.0,6020.75,491.8900000000001,991.8900000000001,1491.89
22091.25,9103.0,262.6199999999999,762.6199999999999,1262.62
34443.75,29947.5,161.0,661.0,1161.0
22118.75,30076.0,253.1300000000001,753.1300000000001,1253.13
12195.0,12065.5,424.5,924.5,1424.5
33351.0,7612.75,271.25,771.25,1271.25
8573.75,20680.0,280.6500000000001,780.6500000000001,1280.65
10492.0,26267.0,249.95000000000005,749.95,1249.95
36828.25,11695.75,254.1300000000001,754.1300000000001,1254.13
19322.25,26012.25,217.45000000000005,717.45,1217.45
14451.5,27697.0,209.08999999999992,709.0899999999999,1209.09
33640.25,16561.5,430.27,930.27,1430.27
8296.0,21763.5,303.47,803.47,1303.47
12584.5,6180.0,441.05,941.05,1441.05
33232.25,13682.0,288.43000000000006,788.4300000000001,1288.43
20205.5,11733.0,228.20000000000005,728.2,1228.2
26419.25,21973.25,260.8299999999999,760.8299999999999,1260.83
9272.75,30741.75,247.56999999999996,747.5699999999999,1247.57
32791.75,33604.75,126.0,626.0,1126.0
15254.0,11654.0,448.5999999999999,948.5999999999999,1448.6
30049.0,15111.75,388.0,888.0,1388.0
32009.5,14449.0,315.6700000000001,815.6700000000001,1315.67
23013.75,31076.25,259.29,759.29,1259.29
29826.5,18629.5,209.0,709.0,1209.0
32962.75,12697.75,245.81999999999996,745.8199999999999,1245.82
26748.5,19323.0,195.32999999999996,695.3299999999999,1195.33
17853.0,13972.0,279.06999999999994,779.0699999999999,1279.07
17519.25,24312.25,166.58999999999992,666.5899999999999,1166.59
27588.75,8493.5,367.0,867.0,1367.0
26854.0,26862.25,250.67000000000007,750.6700000000001,1250.67
31174.0,20862.0,292.77,792.77,1292.77
36601.25,12510.75,268.44000000000005,768.44,1268.44
14817.0,27201.75,238.80999999999997,738.81,1238.81
25181.0,23812.75,315.18000000000006,815.1800000000001,1315.18
18716.0,10446.75,516.8599999999999,1016.8599999999999,1516.86
34798.5,14040.5,353.49,853.49,1353.49
35275.5,25278.5,78.15000000000009,578.1500000000001,1078.15
18133.0,25516.0,207.23,707.23,1207.23
9050.0,31209.0,245.78,745.78,1245.78
7788.0,7224.5,560.8,1060.8,1560.8
29579.75,11806.5,400.44000000000005,900.44,1400.44
23478.75,14182.25,252.5,752.5,1252.5
32303.0,12969.25,221.79999999999995,721.8,1221.8
35250.0,29242.0,129.93000000000006,629.9300000000001,1129.93
14674.0,34425.5,231.78,731.78,1231.78
24523.25,25727.25,239.0,739.0,1239.0
30068.25,19445.5,244.41000000000008,744.4100000000001,1244.41
24434.0,29998.25,236.74,736.74,1236.74
18175.75,14257.0,297.9100000000001,797.9100000000001,1297.91
11214.75,25792.5,241.3800000000001,741.3800000000001,1241.38
26346.5,38178.5,121.40000000000008,621.4000000000001,1121.4
26049.25,20777.75,205.08999999999992,705.0899999999999,1205.09
27024.5,21671.0,248.25,748.25,1248.25
23014.25,25657.25,206.6800000000001,706.6800000000001,1206.68
18222.75,26527.25,238.74,738.74,1238.74
34807.0,17427.75,413.5,913.5,1413.5
17671.75,30472.25,222.71000000000004,722.71,1222.71
20767.0,25691.5,201.3599999999999,701.3599999999999,1201.36
15050.5,26541.75,195.16000000000008,695.1600000000001,1195.16
36995.75,24240.0,145.32999999999993,645.3299999999999,1145.33
27395.75,32900.25,76.08999999999992,576.0899999999999,1076.09
16626.5,34170.5,209.26,709.26,1209.26
22272.5,8918.25,258.96000000000004,758.96,1258.96
13074.5,20387.5,266.0799999999999,766.0799999999999,1266.08
24563.25,30584.25,224.67000000000007,724.6700000000001,1224.67
10088.5,22438.0,280.5999999999999,780.5999999999999,1280.6
32026.5,32124.5,262.0,762.0,1262.0
2531.0,24702.0,339.9100000000001,839.9100000000001,1339.91
13247.75,27382.25,248.6199999999999,748.6199999999999,1248.62
14348.0,19662.0,236.9000000000001,736.9000000000001,1236.9
20295.75,27478.75,235.9300000000001,735.9300000000001,1235.93
30417.5,19295.5,238.5999999999999,738.5999999999999,1238.6
24903.0,18000.5,246.3499999999999,746.3499999999999,1246.35
20802.5,24714.5,213.04999999999995,713.05,1213.05
18508.0,15188.0,302.44000000000005,802.44,1302.44
11197.25,21458.25,245.49,745.49,1245.49
31406.25,8321.75,325.6300000000001,825.6300000000001,1325.63
33812.0,16024.0,419.2000000000001,919.2,1419.2
33091.5,13433.0,265.9100000000001,765.9100000000001,1265.91
23414.0,10434.75,290.53,790.53,1290.53
6382.0,19741.0,370.3299999999999,870.3299999999999,1370.33
16629.5,6495.25,497.18000000000006,997.1800000000001,1497.18
17051.75,30278.25,223.6300000000001,723.6300000000001,1223.63
34872.0,21476.5,231.5,731.5,1231.5
36376.5,11749.75,251.20000000000005,751.2,1251.2
20032.5,30808.25,224.0,724.0,1224.0
1446.75,20724.5,437.8800000000001,937.8800000000001,1437.88
7344.75,26618.25,317.20000000000005,817.2,1317.2
19064.0,18321.0,260.48,760.48,1260.48
32301.25,15145.5,322.6700000000001,822.6700000000001,1322.67
27894.75,22326.25,204.52,704.52,1204.52
21570.75,13194.75,204.6199999999999,704.6199999999999,1204.62
18060.0,33936.0,199.0,699.0,1199.0
26924.0,3296.0,318.29,818.29,1318.29
35001.25,25072.25,60.0,560.0,1060.0
16026.0,23409.0,187.0,687.0,1187.0
